Row.names...1	sampleID	Subject	subjectID	Time	Group	Bacteroidaceae	Akkermansiaceae	Lachnospiraceae	Sutterellaceae	Porphyromonadaceae	Prevotellaceae	Acidaminococcaceae	Ruminococcaceae	Enterobacteriaceae	Desulfovibrionaceae	Erysipelotrichaceae	Rikenellaceae	Barnesiellaceae	Erysipelatoclostridiaceae	Clostridiales_Incertae_Sedis_XIII
3-D60AM	144	3	2	60	H2	82847506.49	53350.18	28430310.21	16863990	9661717.33	8872135.71	6295321.71	784247.64	0	1509810	421466.43	26675.09	2672844.21	42680.15	0
3-D60PM	145	3	2	60.5	H2	61082688.46	127262.38	16038324.1	12592446.28	7446480.9	5172074.38	5762702.075	600417.407	0	1233466	332840.061	45683.931	2427774.73	65262.76	6526.276
3-D61	146	3	2	61	H2	48522214.03	18471463.13	15040765.92	12964440	6422056.58	11638054.08	3315964	517682.129	0	674385.9	411347.458	47570.788	1832874.576	47570.79	5596.564
3-D62	147	3	2	62	H2	133771972.3	75545687.44	38833496.27	18653760	13152066.11	21712542.22	12515676.59	1697040.74	34214.53	3216166	745876.81	95800.69	5125336.79	177915.6	47900.34
3-D63	148	3	2	63	H2	16266843.58	8594329.062	3628124.028	4156863	1826237.33	3767265.56	1128209	182043.94	0	231903.1	30147.4	16233.218	612224.142	11595.16	3478.546
3-D64AM	149	3	2	64	H2	75235396.87	30765140	16851369.35	13073680	7357716.87	16110105.85	6078353.516	614973.397	0	834606.7	214142.509	27454.169	1158565.95	65890.01	5490.834
3-D64PM	150	3	2	64.5	H2	106528190.6	20869981.44	21232178.03	13697360	8381659.8	14090168.32	10350813.26	1045794.5	0	637679.6	372404.89	40811.49	2321153.6	51014.37	0
4-D0AM	151	4	3	0	H1	1791.291418	24.389744	74.975896	20.77645	40.649582	0	33.42299	56.00609	49.68282	43.359552	133.69196	0	2.709972	4.51662	0.903324
4-D0PM	152	4	3	0.5	H1	37054.88624	154.02378	2022.575768	437.75183	1143.01886	72.95865	0	2508.96615	405.32583	0	1309.202026	8.106516	0	145.9173	0
4-D1AM	153	4	3	1	H1	12096113.38	114320.905	1369.113	1369.113	3503560.287	156078.886	0	0	5039020	0	126642.948	2738.226	0	0	0
4-D1PM	154	4	3	1.5	H1	13549146.45	90728.36	37425.448	3969.366	1409691.911	19279.777	0	3402.314	3295707.92	2835.261	11341.05	0	0	0	0
4-D2AM	155	4	3	2	H1	14761140	529101.6	456810.5	2753.945	1266126	1032.729	7917.591	29260.67	3460332	525314.9	35457.04	2065.458	2065.458	0	0
4-D2PM	156	4	3	2.5	H1	7413309.295	1944950.144	586478.8025	4082.219	392573.43	1133.95	229284.6	68263.7766	2140443.22	602127.2651	61913.66	1360.74	1587.53	0	0
4-D3AM	157	4	3	3	H1	19358240	4429952	1935400	4242.437	500607.5	21212.18	933336.1	335152.5	1655399	946911.9	96727.56	3393.949	10181.85	0	0
4-D3PM	158	4	3	3.5	H1	23141075.93	6600086.751	2099148.607	0	1108841.452	73978.811	754920.1	285827.217	1198793.42	1045791.404	86588.837	10088.019	14291.361	0	0
4-D4AM	159	4	3	4	H1	58929589.08	9136258.932	5621079.381	14253.13	3139252.963	972776.35	1512614	669897.303	876567.7	662770.693	48104.33	286844.322	73047.312	1781.642	0
4-D4PM	160	4	3	4.5	H1	29869290	4231607	1615758	9882.314	2523943	471386.4	931902.2	1194772	268799	229269.7	76093.81	243104.9	109693.7	0	6917.62
4-D5	161	4	3	5	H1	10524180	2311695	1495395	2547.522	699112.9	536799.4	346463	189972.4	97169.78	105904.2	112091	148484.1	90619.01	15285.13	0
4-D6	162	4	3	6	H1	20525970	4429498	2040875	307529	1191369	1272297	497343.6	244748	107904.9	425243.5	142238.3	528734.2	180986	29919.09	5395.246
4-D7	163	4	3	7	H1	34915401.71	10756868.11	5120543.878	4884144.688	863930.569	2931346.827	1124686	1030126.197	141839.392	343852.969	260755.12	1290881.68	676244.174	101723.2	7163.603
4-D8	164	4	3	8	H1	8368695.273	346682.75	860549.976	675368.3	209335.81	688155.8	73883.21	140188.656	0	31258.28	10893.038	68199.891	134031.726	7104.155	0
4-D9	165	4	3	9	H1	144882500	44837630	29934930	21111490	8305364	12312340	2638936	7293502	339985.7	2566082	550453	2719886	4444098	1092811	48569.38
4-D10	166	4	3	10	H1	93867844.77	27192643.25	19358982.21	11994410	2406387	6318524	6567137	3189752.273	4564160	1318118.064	365883.417	2598709.809	2106174.689	211086.6	0
4-D11	167	4	3	11	H1	37825235.78	6578561.902	4574436.824	5543547	3350693.4	2026592.3	768397.6	1198280.729	107845.3	434376.8	122823.78	1297139.186	348999.244	91368.91	2995.702
4-D14	168	4	3	14	H1	46156842.51	10517712.8	3803546.25	6590654	1712962.5	969868.8	1237140	723858.23	57706.18	473798.146	136672.54	1934675.632	515306.084	38470.79	4049.557
4-D16	169	4	3	16	H1	25231890	6792394	2989313	2393734	649492.1	322209	214383.2	971701.2	0	145882	35519.1	431937.7	75478.09	6342.697	1902.809
4-D18	170	4	3	18	H1	28987330	6801044	3878371	4437921	1976473	549574.5	534374.5	1683874	0	366699.7	179549.8	806074.3	227999.8	0	474.9996
4-D21AM	171	4	3	21	H1	28663290	6369448	3992973	3008928	1582940	268469.9	3338836	1613917	0	443491.6	108936.8	910732.5	227166.8	3614.018	1032.576
4-D21PM	172	4	3	21.5	H2	24579760	10802590	4250586	1016547	1433213	164302.4	2100470	1614064	0	478722.8	132978.6	2010045	329195.8	3546.095	3546.095
4-D22AM	173	4	3	22	H2	13764168.34	25340243.96	10534060.32	606084.615	2760427.586	7031.144	2178248	2875737.968	8437.373	1459665.915	548429.309	400775.26	286870.681	14062.29	1406.229
4-D22PM	174	4	3	22.5	H2	9424577.134	21214751.6	8203048.777	360885	1981088.5	1889.45	1093991.9	1936686.581	20783.95	710433.3	442131.413	233347.102	170995.245	7557.801	0
4-D23AM	175	4	3	23	H2	27290746.04	49190722.28	15286667.48	1677394	7395454.823	0	4004567.365	5713247.838	914504.6	6853972	1963778.599	459658.941	522230.286	0	43318.641
4-D23PM	176	4	3	23.5	H2	17077305.45	31590943.34	20661979.87	706120.6	4494361.96	0	2007037	7322025.891	254457.92	12449350	2277397.67	270361.534	346698.862	6361.447	0
4-D24	177	4	3	24	H2	22600814.88	22783094.23	13333111.84	117525.2	3513763.25	0	347778.6	7423274.755	55164.88	3938292.946	1407903.52	503679.378	1194439.642	7195.42	0
4-D25	178	4	3	25	H2	30295129.17	47217512.52	8025470.626	269188.6	4608144.663	2281.26	864597.4	7407249.969	15968.82	3433295.519	1138348.559	2495697.902	1434912.293	11406.3	9125.038
4-D28AM	179	4	3	28	H2	33303231.05	54171088.77	14683231.38	838440.8	4462668.223	0	2710658	7317574.434	12020.66	8790105	778337.473	838440.769	778337.497	54092.95	0
4-D29AM	180	4	3	29	H2	226516300	107879100	64697550	12432010	30018320	3215934	9083912	1841453	105729.3	13498110	3127826	3841499	5127873	70486.23	17621.56
4-D29PM	181	4	3	29.5	H2	110674600	38969620	23750740	11128830	6578510	2039413	3117121	535112	26194.29	3360354	609952.8	2548331	2858920	22452.25	7484.084
4-D30AM	182	4	3	30	H2	211349300	100073500	77475400	14235920	17946580	14552470	4572376	1336541	0	3965657	360514.3	2963251	914475.3	8793.031	0
4-D30PM	183	4	3	30.5	H2	93325864.59	37797060.4	28768191.48	4284184	5065478	6038216	5872643	419104.956	0	972737.4	232836.105	1785076.76	553632.45	0	0
4-D31AM	184	4	3	31	H2	143975423.2	54871956.7	35260228.65	22242890	13558075.48	8935405	6739472	1002348.03	0	2156367	784733.02	4497377.74	1154019.1	112104.7	32971.97
4-D31PM	185	4	3	31.5	H2	102507411.1	42467781.7	25488874.4	12089970	4795711.9	6220255	4881483	1047896.73	0	1868314	410208.72	4344483.01	1234355.19	18645.85	0
4-D32	186	4	3	32	H2	89937807.3	38372252.5	27293732.57	16011250	9908403.3	9038868	1578045	842697.413	0	810492.3	606527.379	1551206.95	515279.856	48307.49	5367.499
4-D33	187	4	3	33	H2	66732509.21	26269008.11	15229573.97	7581222	4627555.217	3830672.5	563015.7	355132.984	0	627979	136423.049	1769168.525	266349.718	25985.34	6496.335
4-D35AM	188	4	3	35	H2	104010000	21942700	25643940	13876030	10309560	9289188	3118857	678640.2	0	847096.9	409109.3	1915594	596818.3	110700.2	4813.051
4-D35PM	189	4	3	35.5	H2	123247700	26494580	22599420	11450250	12344060	12983850	4360879	874998.3	0	1543008	451612.1	1975802	1448922	131720.2	28225.75
4-D36AM	190	4	3	36	H2	50185143.81	15090574.61	4948691.813	20876190	6493247.885	7793308	1817262.845	578326.943	28211.07	815770.147	1871334.793	1713822.423	545414.018	232741.3	25860.147
4-D36PM	191	4	3	36.5	H2	39339637.69	14674341.6	1968195.641	10949340	5134733.832	962673.5	3854978	314225.705	114263.9	1379736.689	1356883.848	1239763.371	402780.26	152828	21424.482
4-D37AM	192	4	3	37	H2	121039000	15441110	284902.3	13829630	8538165	44515.98	8737004	207741.3	5315208	590578.7	1106964	2703604	563869.2	133547.9	2967.732
4-D38	193	4	3	38	H2	72307384.92	11745120	1744530.84	362577.1	5911195.53	1539466.7	4755110	59438.88	48739877.77	1777222.55	5224676.9	647883.71	781621.1	258559.1	17831.66
4-D39	194	4	3	39	H2	63410753	1783462.4	4644719.25	399693.9	1852374.7	7431551	7552837.57	11026.04	52610753.02	2218990.08	7630019.45	60643.22	600919.12	215007.8	101990.87
4-D42AM	195	4	3	42	H2	33985635.19	155833.85	3814466.482	1416357	5535565.064	4508793.5	5705251	8657.437	16566871.9	1232818.822	2013719.768	10388.924	283963.93	0	53676.106
4-D42PM	196	4	3	42.5	H2	75627655.4	117133.2	7141086.21	3780575	22251269.58	9867462	11341729.08	32312.61	41974080	1445989.21	4931711.46	36351.68	884557.58	0	48468.91
4-D43AM	197	4	3	43	H2	24673400.38	40980.48	2890699.952	1372846.345	9184355.94	4035000.6	3500679	15761.723	13220930	1242023.55	1741670.43	9457.034	305777.45	0	56742.202
4-D43PM	198	4	3	43.5	H2	8438208.829	8081.469	426008.8784	88030.289	2027005.601	1071949.2	467570.7478	577.2478	1139487	130746.5868	371170.3355	2020.367	97554.88	0	9235.9648
4-D44AM	199	4	3	44	H2	12948542.82	45967.41	362455.657	56534.626	2938215.238	846434.4	658337.8	4226.888	1319846	79254.153	284786.632	2113.444	62346.6	0	0
4-D44PM	200	4	3	44.5	H2	18086740.7	73450.046	571574.917	148903.311	4176636.519	1273356.755	1262673.455	6677.277	2321689	234372.438	708459.078	10683.644	171606	0	14022.282
4-D45AM	201	4	3	45	H2	12764240	30211.9	110680.1	37474.37	2847471	483390.3	636483.4	580.998	1394976	158612.5	434586.5	2033.493	72043.76	290.499	5228.983
4-D45PM	202	4	3	45.5	H2	25618910	60740.83	246228.9	111031.6	4448449	569526.9	1564893	16328.18	5447081	740646.2	884987.3	7837.527	171772.4	9143.78	33309.49
4-D46	203	4	3	46	H2	13151247.76	3315741.4	285650.784	80604.424	2925446.317	222722.73	550443.4	88382.054	2015111	194087	482212.526	14848.184	71059.17	1060.585	1767.641
4-D47	204	4	3	47	H2	15808450	2010882	481977.4	119172.5	4280040	139509.1	597082.5	62229.99	751233.9	231023.7	517769.7	233870.9	87040.64	0	4474.051
4-D50AM	205	4	3	50	H2	12318895.78	2617402.393	731122.452	819827.726	3023935.15	462222.05	294358.3	83136.326	200084.1	222757.652	334136.49	488873.524	171841.64	7160.067	8751.193
4-D50PM	206	4	3	50.5	H2	15367200	1859615	700305.7	1667872	4444316	473163.7	467263.8	76107.35	299709.6	275520.5	419475.5	264900.8	193513.3	0	10029.65
4-D51AM	207	4	3	51	H2	14217370	472857.5	1297491	2045533	3005007	627877.7	416903.5	51367.65	91269.29	121080.8	148599.3	234823.5	166944.9	0	2293.198
4-D51PM	208	4	3	51.5	H2	24065449.97	1217368.41	1412787.737	3041284.467	4686867.09	1125531.6	1343376	103583.084	541408.5	299002.669	413264.41	603344.738	413264.474	18153.74	0
4-D52AM	209	4	3	52	H2	27966907.71	2055011.77	1551112.98	1895213	3791491.36	574210.1	1215536	38351.7	323858.8	164060	167256.02	439979.17	310009.51	20241.17	0
4-D52PM	210	4	3	52.5	H2	14517333.62	822947.83	509535.425	851789.44	1736265.991	303798.5	627209.255	56529.592	170357.9	151130.146	149976.474	313412.391	211120.715	12305.76	2691.885
4-D53	211	4	3	53	H2	17962100	2701566	986510.1	666514.7	1567892	243419	755497.4	108233.8	59464.4	293471.8	76148.67	274648.6	479993.3	0	0
4-D54	212	4	3	54	H2	21854090	69909.45	2939151	1393266	8511229	998425.1	400748.5	149665.3	768019.3	822174.4	254037.2	104371.9	248129.3	36431.68	2953.92
4-D57AM	213	4	3	57	H2	60489162.82	37083.66	16522192.87	6891856	17489224.85	9701656.58	3269067.89	2601561.56	8323856	3386024	787314.77	45641.43	507760.91	62756.97	0
4-D57PM	214	4	3	57.5	H2	72308144.49	40122.15	11747765.45	7330317	17958674.28	16606557.35	8798787.59	3394333.85	4602011	2447451	1023114.82	48146.58	658003.26	120366.4	0
4-D58AM	215	4	3	58	H2	75373822.72	39824.14	7997066.049	2133436	8554604.848	1644168.039	5395222.294	417205.274	925437.1	1850874	468407.69	28445.811	5689.163	54995.24	0
4-D58PM	216	4	3	58.5	H2	57667997.99	67070.9	6720071.225	2163577.155	5469523.18	1562102.847	5432743.148	618783.165	828650.1	2174395	651236.809	58416.59	4327.155	77888.79	0
4-D59AM	217	4	3	59	H2	24012919.12	9974.627	5452131.213	1764179	1547397.228	222101.7	1517473.584	125015.322	122355.45	2061423	261335.26	41893.431	61177.714	30588.86	0
4-D59PM	218	4	3	59.5	H2	55098121.42	7558.559	7499980.666	6067633.92	5897566.754	1757365.08	4357509.713	236204.99	453513.6	4191221	400603.608	105819.834	238094.622	51020.28	0
4-D60AM	219	4	3	60	H2	54119955.88	50551.05	6958352.499	8492576.42	13502185.49	6728344.494	4170462.074	664746.349	424628.8	8404112	222424.623	146598.048	139015.389	55606.16	0
4-D60PM	220	4	3	60.5	H2	36504639.01	27382.52	4084974.4	6316649.98	9911228.46	3666768.52	6288022.51	293739.77	309920.4	3239850	420695.12	88370.86	54765.04	63477.66	1244.66
4-D61	221	4	3	61	H2	37375609.25	44611.62	8820353.851	8138434	8195790.953	4764520.134	3556182.704	396406.073	254923.5	3730806	224332.683	57357.792	170798.761	62456.26	0
4-D62	222	4	3	62	H2	86789797.41	45577.75	16521932.03	26627171.11	23413939.05	9756893.34	15135064.2	540421.84	520888.5	5964174	559955.16	179055.43	211610.96	120455.5	0
4-D63	223	4	3	63	H2	21373591.68	42223.61	4505862.311	8227572	6608598.303	2409158.599	1600878	107368.602	152004.978	1680500	150798.565	266611.977	182164.719	12063.89	0
4-D64AM	224	4	3	64	H2	33119270.86	70293.06	8741643.8	14438193.44	10355572.21	7347029.67	2775170.17	747918.09	56234.44	3750837	427381.8	1748891.22	210879.16	39364.11	0
4-D64PM	225	4	3	64.5	H2	46844834.07	45346.03	7233884.307	8441521	11147962.46	5331738.465	2940332	303102.392	11933.17	1374701	568018.691	1014319.058	214796.974	45346.03	2386.633
5-D0AM	226	5	4	0	H1	38619.61516	384.82553	1570.931537	268.8507	1892.4978	10.54317	100.1601	853.996329	2398.56986	358.4676	216.134906	0	26.35791	79.07374	0
5-D0PM	227	5	4	0.5	H1	304523.699	24710.75	9448.2283	0	15262.52	13082.163	5087.508	22530.3878	26891.11	0	5246673.988	39246.4848	2180.3605	0	0
5-D1AM	228	5	4	1	H1	34268173.88	57680.12	26780.06	0	7115256.024	959962.113	8240.018	2060.004	12172571	0	191580.404	0	0	65920.14	0
5-D1PM	229	5	4	1.5	H1	20437340	100889	131806.6	8949.828	1786711	813.6207	4068.104	27663.1	5131506	1627.241	21154.14	813.6207	0	28476.72	0
5-D2AM	230	5	4	2	H1	22994312.11	3768228.449	570413.489	13997.88	2055587.985	27995.754	559215.2	116882.268	3479872.21	730689.116	66489.918	9798.514	8398.726	97985.14	0
5-D2PM	231	5	4	2.5	H1	17469858.39	7406483.736	1465513.176	1384.519	1304216.782	57457.534	848017.8	287287.677	2971870	693643.977	78225.32	1384.519	3461.297	128068.035	0
5-D3AM	232	5	4	3	H1	43691546.26	17698073.97	4424097.939	18539.073	2866815.385	101122.23	3306697	1193242.407	5704979.67	1547169.859	323591.171	65729.45	74156.31	262917.8	1685.371
5-D3PM	233	5	4	3.5	H1	181280200	24322850	7415268	0	8269958	711445.5	8260408	1790551	7157429	2368302	329461.4	381984.2	186217.3	128919.7	0
5-D4AM	234	5	4	4	H1	18868437.81	3810577.524	1891961.385	3731.679	885474.225	264949.216	923324.1	494180.966	614660.87	296935.053	164726.994	340649.015	60239.97	53842.8	2665.485
5-D4PM	235	5	4	4.5	H1	32372850	5352458	2191527	5377.039	2604791	566125.4	1941111	417872.7	635258.7	297273.5	278069.7	300346	168992.7	52234.09	3840.742
5-D5	236	5	4	5	H1	12904367.83	3172237.283	1455797.741	7594.865	859600.651	291711.934	502296.8	400801.788	213691.923	150516.402	152932.98	93209.715	64901.58	41771.76	1726.106
5-D6	237	5	4	6	H1	39986378.72	6103859.43	4780340.79	4876122.03	1075359.02	908830.64	2211670	531148.96	97957.8	278635.54	186119.82	103399.9	257955.58	22856.82	0
5-D7	238	5	4	7	H1	32491908.95	9931581.694	3464243.507	5503423.041	2209017.652	846940.053	992033.4	373418.428	91105.108	455525.544	143968.56	344174.862	343050.088	26994.11	0
5-D8	239	5	4	8	H1	26062780.29	5095282	3297515.816	3664802	1685003.316	550928.4	2720813	120817.634	136926.7	298016.8	4832.705	106319.522	151424.774	8054.509	1610.902
5-D9	240	5	4	9	H1	32194271.58	9300533.989	4497873.575	2871336	2219514.57	902290.594	5280965.389	229344.757	1428878.694	611083.136	92039.68	117690.121	337981.749	25650.4	0
5-D10	241	5	4	10	H1	20614698.93	8481204.085	2810640.45	2730556.269	1315225.8	636051.8	2393280	207910.396	485894.3	445082.2	50052.499	272593.592	438151.857	14630.73	0
5-D11	242	5	4	11	H1	40971580.67	12326725.5	4999677.949	5759674.253	1099246.859	934359.8	2041188	246382.899	231220.9	674710.153	51171.829	638700.252	341145.605	11371.52	1895.253
5-D14	243	5	4	14	H1	31593102.12	12822280.55	4204741.59	2717770	674891.253	908307.411	2282147.106	371255.235	405715	383608.7	44862.713	1153426.66	285430.912	13003.68	1300.369
5-D16	244	5	4	16	H1	38513843.14	7771812	6892992.659	2477867.191	927886.058	397790.58	2363086	828000.237	0	278628.7	50819.067	747390.702	187504.817	2628.572	0
5-D18	245	5	4	18	H1	24193134.07	7486043.108	3756786.88	2092329.666	1070827.691	453108.68	476050.9	813874.897	0	217950.955	146830.152	689413.439	299395.872	26383.54	5735.553
5-D21AM	246	5	4	21	H1	52867557.68	13966920	9831026.445	4003423.821	3279180.603	918604.9	2495218	685153.332	0	532052.5	125955.29	600459.22	431071.141	15201.5	7600.75
5-D21PM	247	5	4	21.5	H2	62510210.93	14079417.12	13688515.56	4671576	2463795.438	1068103.5	4792701	810712.563	0	750150	240873.804	1099761.208	766667.036	31657.71	19269.908
5-D22AM	248	5	4	22	H2	24200150.81	40239368.89	8795988.63	449012.29	3137719.49	17888.93	1452581	1901593.81	0	1776371	209300.53	1796048.63	332734.18	100178	0
5-D22PM	249	5	4	22.5	H2	44449157.59	59890586.69	19379725.68	1672882	6125173.5	26175.96	3709847.27	3724124.9	33314.85	2746096	847149.13	1092251.5	723408.27	283176.3	52351.91
5-D23AM	250	5	4	23	H2	21509804.18	26458772.96	7554412.594	1336767.75	2504867.33	0	0	2597058.417	0	4190.494	682002.845	726003	0	11523.86	4190.494
5-D23PM	251	5	4	23.5	H2	22400522.6	34029101.42	34261674.02	802372.1	3399421.415	0	2690078	9109054.815	209314.5	19210416.19	2930402.547	434133.681	608562.397	554295.7	77523.872
5-D24	252	5	4	24	H2	17059396.97	32893327.09	8312183.265	132062.7	2213993.043	1942.099	1241001.495	3491893.628	54378.77	4200760	1244885.432	1157490.967	1141954.195	141773.2	21363.089
5-D25	253	5	4	25	H2	21065729.19	34446187.28	11464501.96	58532.17	2370552.9	0	1301365	6900943.732	31217.16	1283806	1601830.752	1340386.72	1789133.447	197058.3	29266.087
5-D28AM	254	5	4	28	H2	13014741.45	36902438.45	7112164.426	704148.34	1380290.751	0	1512319	2251140.697	37341.2	6031937	385414.467	484101.994	337404.393	68014.32	4000.843
5-D29AM	255	5	4	29	H2	107578756	59516969.24	19143691.45	22582830	11998207.98	801604.41	8584924	603358.14	17238.8	4016641	1430821.02	1508395.21	3482238.42	94813.42	17238.8
5-D29PM	256	5	4	29.5	H2	109159671.9	22367448.2	19251787.7	6952412	7118398.8	857146.7	8024525.2	506124.7	19047.7	1382319	506124.7	1382319.4	1499326.4	312926.6	19047.7
5-D30AM	257	5	4	30	H2	165371699.2	24130815.3	26057710.82	5092883	7928096.5	3670027	13204740	414781.22	0	1386104	246768.59	855814.4	509288.32	15751.19	0
5-D30PM	258	5	4	30.5	H2	119873600	30043450	27181430	2618775	5542900	3571056	9434833	569298.7	5175.443	2385879	274298.5	1821756	1211054	0	10350.89
5-D31AM	259	5	4	31	H2	43668771.8	15286697.63	8009079.096	3965960.401	3661954.955	2549325.2	3751459	283944.243	15431.75	984545.8	226846.762	1882673.88	459866.207	91047.34	16974.927
5-D31PM	260	5	4	31.5	H2	123188320.3	75837009.45	37386006.18	10743580	10603137.3	7659772	10661658.1	1304911.46	0	2469383.62	713897.76	5172833.08	1615047.39	140438.9	17554.86
5-D32	261	5	4	32	H2	153039000	17642120	25437470	9831134	25081900	1004214	7275664	1500459	0	660358.3	566579.6	4751454	2582822	289151	0
5-D33	262	5	4	33	H2	107843800	7786707	18646000	9567126	13256340	124166.4	2763228	1384771	6313.546	183092.8	263064.4	2216055	1010167	65239.97	4209.03
5-D35AM	263	5	4	35	H2	84373592.93	9554300.702	13892714.67	5062066	7313427.304	111868.87	13092149.85	625766.479	41950.83	447475.508	569832.073	1359905.493	1852828.112	300647.6	6991.804
5-D35PM	264	5	4	35.5	H2	86589968.87	8499955	28376040.87	5433710	9833225.9	282306.94	6831269.54	701574.68	78263.31	553433.4	533867.53	1059349.82	2602255.11	178887.6	0
5-D36AM	265	5	4	36	H2	141106857.3	13017520	12133913.47	15557290	16527805.9	135196.77	6581186	207623.63	11709010	4780172	1820328.14	642184.69	627699.32	2129349	24142.28
5-D36PM	266	5	4	36.5	H2	116887500	9102753	542776.2	8374639	13145770	2647.689	10802570	129736.7	17400610	5356274	1074962	598377.6	542776.2	738705.1	18533.82
5-D37AM	267	5	4	37	H2	54146030.16	1681683.77	202691.271	1567915	2840293.54	202691.27	3517674	5230.743	16759300	503458.928	1439761.938	40538.254	172614.501	201383.6	32692.14
5-D38	268	5	4	38	H2	49818390.98	13936373.1	85404.9	681531.09	3310293.78	2635595.7	3257343	18789.08	21990050	845508.55	5869024.84	30745.76	70032.02	128107.4	68323.92
5-D39	269	5	4	39	H2	62293851.69	8920996.4	61976.681	738251.6	1704358.9	2460838.461	4123272.402	424722.552	32333600	2048875.771	9708464.779	25519.809	92965.022	21874.12	122130.519
5-D42AM	270	5	4	42	H2	24077626.05	1069163.212	75638.67	194207.359	4608848	2236451.3	3995561.171	242248.16	12273902.14	1739689.486	4335936.171	6132.865	12265.73	0	59284.36
5-D42PM	271	5	4	42.5	H2	31528309	35839.44	27746.666	154918.9	8507822.2	2327251.522	3264858.222	205787.779	14168140	842805.033	4445248.111	0	15029.444	2312.222	77459.445
5-D43AM	272	5	4	43	H2	12955074.15	10179.331	6429.051	21430.17	4718923.61	1017397.3	1238663.823	100186.047	5643635	260376.536	1267594.56	2143.017	4286.034	0	46074.867
5-D43PM	273	5	4	43.5	H2	15815480	11486.39	9571.988	3828.795	6150322	464560.4	928482.8	12762.65	2955830	296093.5	1118008	638.1325	5105.06	14677.05	14038.92
5-D44AM	274	5	4	44	H2	9081490.6	12260.59	3966.661	6851.506	3174771.49	160108.86	479605.405	5409.083	874829.1	111427.139	311923.772	0	1081.817	2884.844	3606.055
5-D44PM	275	5	4	44.5	H2	21942947.2	47890.31	22961.109	49858.407	6826009.47	757060.6	1704370.349	33457.616	5135416.095	530729.592	1827704.156	5904.285	1968.095	30177.46	39361.901
5-D45AM	276	5	4	45	H2	11429697.66	4485759	27173.751	19335.17	3459950.23	469269.72	460908.6	29264.041	2525591	268602.127	897256.447	2612.861	55915.225	19857.74	7316.01
5-D45PM	277	5	4	45.5	H2	20387900	2334666	24213.66	21870.41	7117254	204644.5	932616.6	5467.601	3541443	397572.8	904497.4	1562.172	87481.62	6248.687	7029.773
5-D46	278	5	4	46	H2	12913910	1267968	48243.62	42999.75	4717387	91243.37	402379.8	17829.16	1395569	192275.3	613533	2796.732	78308.49	699.1829	3495.915
5-D47	279	5	4	47	H2	14565650	2521594	174257.7	119600.1	3257708	249191.4	780486.5	148985.9	1089919	323243.6	737877	5289.441	100499.4	293.8578	2350.863
5-D50AM	280	5	4	50	H2	20849058.35	1617703.72	479628.399	278836.1	4922063.205	371276.327	1313106.12	174272.57	1287343.414	350818.2	1363872.236	181849.669	98501.89	0	21973.497
5-D50PM	281	5	4	50.5	H2	28813262.57	1111627.042	308540.389	458402.9	5475270.264	543912.62	979395.3	160440.998	1637909	277686.332	903582.58	366722.311	167493.31	0	50248.005
5-D51AM	282	5	4	51	H2	8473947.328	334058.83	435511.143	140832	2167210.602	381447.74	407812	86768.517	1246797.175	116803.775	456202.19	156850.826	60404.23	0	6340.776
5-D51PM	283	5	4	51.5	H2	19817650	822815.4	922025.6	419675.2	4804612	1122021	718093.4	228341.1	1326741	294481.3	597623.8	362196.2	186609.8	0	14960.28
5-D52AM	284	5	4	52	H2	10300612.48	129030.69	484200.974	430774.3	1990903.134	781576.4	403220.8	75603.903	797033.2	231852.004	250669.007	143479.43	96436.98	0	12768.66
5-D52PM	285	5	4	52.5	H2	20341075.62	342884.14	653872.143	1517244	2139219.72	1781837.7	796680.1	146432.556	1355588	801029.523	952536.535	441472.362	308813.204	0	39870.249
5-D53	286	5	4	53	H2	6292557.515	24238.483	1338867.855	1757496	3087326.235	2853979.078	444098.422	60801.627	1168377	695110.487	258406.964	71072.174	135160.377	9859.724	2875.753
5-D54	287	5	4	54	H2	1906735.113	2939.9511	228610.6054	312928.3981	1359198.3	254834.946	163578.8864	27988.3366	203562.2	137589.7	30928.2886	1999.1669	40218.5343	2469.559	470.3922
5-D57AM	288	5	4	57	H2	17842853.5	36485.88	3305117.353	4407243	12036566.4	8005505.102	1585248.282	387505.214	3261083	1823036.134	780042.98	28937.079	442863.104	61648.56	6290.669
5-D57PM	289	5	4	57.5	H2	22907987.4	17612.5	10620335.01	7518579	12951056.09	16403105.63	1866924.72	502934.623	5178073.776	872797.1	567513.761	17612.497	512719.346	64579.15	7827.776
5-D58AM	290	5	4	58	H2	87214126.12	4780.69	14452028.42	5024505	29468168.3	17243948.84	6387002	401577.91	2242144	3289115	382455.19	0	497191.74	19122.76	4780.69
5-D58PM	291	5	4	58.5	H2	148861844.7	62622.64	12250552.83	11326870	34974746.66	40649914.93	36587275.15	1604705.07	5816078	7099842	2066546.98	46966.98	1135035.32	140900.9	7827.83
5-D59AM	292	5	4	59	H2	50643503.75	22439.413	6134933.879	6433379	11015505.81	3996458.777	8495560.155	372494.187	543033.741	1914082	933479.369	35903.055	49366.7	15707.59	11219.705
5-D59PM	293	5	4	59.5	H2	66407672.51	22832.27	10836768.67	10976618.07	14749646.6	10137529.6	4934625.714	619325.48	430959.2	3824406.034	525142.303	31394.377	176950.125	42810.51	22832.274
5-D60AM	294	5	4	60	H2	54788753.55	27441.416	6217442.123	7271976	10639430	6856434.986	3253768.667	305775.84	23521.22	3249848	364578.866	7840.406	172488.928	0	3920.203
